[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
255,68,N,Uniform,75,121,353,74121
257,40,N,Uniform,80,81,12,43478
258,42,N,Uniform,80,81,30,45477
253,64,N,Uniform,75,141,441,69415
259,44,N,Uniform,80,81,35,47568
261,48,N,Uniform,80,81,49,52095
262,50,N,Uniform,80,81,24,53796
260,46,N,Uniform,80,101,74,50130
263,52,N,Uniform,80,81,62,56371
160,70,N,Uniform,45,1936,63559,75923
256,70,N,Uniform,75,341,2100,76105
264,54,N,Uniform,80,81,26,58360
265,56,N,Uniform,80,101,114,60630
266,58,N,Uniform,80,101,111,63112
267,60,N,Uniform,80,121,266,64791
269,64,N,Uniform,80,121,276,69196
270,66,N,Uniform,80,121,251,71620
273,40,N,Uniform,85,81,34,43373
268,62,N,Uniform,80,121,159,67205
274,42,N,Uniform,85,81,7,45269
276,46,N,Uniform,85,81,20,50052
277,48,N,Uniform,85,81,34,52244
275,44,N,Uniform,85,81,21,47910
271,68,N,Uniform,80,241,1278,74160
278,50,N,Uniform,85,81,17,54057
280,54,N,Uniform,85,81,41,58755
279,52,N,Uniform,85,81,27,56393
281,56,N,Uniform,85,101,75,60741
282,58,N,Uniform,85,101,75,62730
284,62,N,Uniform,85,121,315,67206
285,64,N,Uniform,85,101,175,69041
224,70,N,Uniform,65,1321,41771,75841
283,60,N,Uniform,85,121,209,65146
239,68,N,Uniform,70,1101,22384,73810
288,70,N,Uniform,85,121,167,75867
286,66,N,Uniform,85,181,591,71559
290,42,N,Uniform,90,81,14,45505
291,44,N,Uniform,90,81,36,47774
289,40,N,Uniform,90,81,12,43246
292,46,N,Uniform,90,81,43,49974
293,48,N,Uniform,90,81,47,51991
287,68,N,Uniform,85,221,855,73931
296,54,N,Uniform,90,81,74,58724
294,50,N,Uniform,90,81,43,54581
272,70,N,Uniform,80,761,9200,76070
298,58,N,Uniform,90,101,76,62990
297,56,N,Uniform,90,81,95,60622
299,60,N,Uniform,90,101,151,65022
295,52,N,Uniform,90,81,41,56327
301,64,N,Uniform,90,101,205,69493
300,62,N,Uniform,90,141,401,67179
302,66,N,Uniform,90,101,248,71278
307,44,N,Uniform,95,81,33,47724
306,42,N,Uniform,95,81,15,45218
308,46,N,Uniform,95,81,69,49964
309,48,N,Uniform,95,81,43,52045
305,40,N,Uniform,95,81,12,43401
310,50,N,Uniform,95,81,72,54407
311,52,N,Uniform,95,81,67,56767
314,58,N,Uniform,95,101,86,62908
312,54,N,Uniform,95,121,157,58700
315,60,N,Uniform,95,101,88,64832
316,62,N,Uniform,95,81,73,67491
317,64,N,Uniform,95,101,77,69454
313,56,N,Uniform,95,81,45,60567
318,66,N,Uniform,95,121,301,71583
322,42,N,Uniform,100,81,17,45611
321,40,N,Uniform,100,81,20,43376
323,44,N,Uniform,100,81,54,47785
303,68,N,Uniform,90,461,2990,73773
304,70,N,Uniform,90,481,4776,76062
325,48,N,Uniform,100,81,53,52153
320,70,N,Uniform,95,241,1222,75875
326,50,N,Uniform,100,81,38,54297
328,54,N,Uniform,100,81,54,58628
324,46,N,Uniform,100,81,34,49617
327,52,N,Uniform,100,81,40,56194
330,58,N,Uniform,100,101,96,62984
329,56,N,Uniform,100,101,131,60876
331,60,N,Uniform,100,81,66,64906
334,66,N,Uniform,100,101,238,71558
333,64,N,Uniform,100,141,359,69281
319,68,N,Uniform,95,421,4773,73647
332,62,N,Uniform,100,121,254,67235
335,68,N,Uniform,100,501,4827,73798
336,70,N,Uniform,100,481,9258,75928
190,66,N,Uniform,55,2581,61209,71738
206,66,N,Uniform,60,1981,61288,71733
191,68,N,Uniform,55,1801,68424,73602
207,68,N,Uniform,60,1981,66299,74263
192,70,N,Uniform,55,1741,71687,75744
208,70,N,Uniform,60,1861,72630,76247
