[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
330,74,N,No fighting,60,1621,79408,80454
351,64,N,No fighting,65,1261,11102,69694
352,66,N,No fighting,65,1381,27292,71605
353,68,N,No fighting,65,2341,53664,73946
332,78,N,No fighting,60,1621,84078,84641
331,76,N,No fighting,60,1561,81673,82403
355,72,N,No fighting,65,2341,74896,78293
354,70,N,No fighting,65,2541,70715,76139
333,80,N,No fighting,60,1501,86167,86518
356,74,N,No fighting,65,1881,77977,80108
334,82,N,No fighting,60,1441,88771,88991
335,84,N,No fighting,60,1441,90891,91059
357,76,N,No fighting,65,1561,81032,82526
365,40,N,No fighting,70,121,59,43215
366,42,N,No fighting,70,101,10,45755
367,44,N,No fighting,70,101,52,47884
358,78,N,No fighting,65,1621,83408,84602
368,46,N,No fighting,70,101,48,49628
369,48,N,No fighting,70,121,61,52382
370,50,N,No fighting,70,101,39,54256
371,52,N,No fighting,70,141,143,56326
372,54,N,No fighting,70,321,563,58737
373,56,N,No fighting,70,101,98,60649
374,58,N,No fighting,70,261,707,62831
375,60,N,No fighting,70,461,1817,65299
359,80,N,No fighting,65,1481,86078,86873
376,62,N,No fighting,70,1061,5060,67051
336,86,N,No fighting,60,1381,93230,93355
378,66,N,No fighting,70,921,9612,71521
377,64,N,No fighting,70,1241,12537,69320
360,82,N,No fighting,65,1421,88406,89014
337,88,N,No fighting,60,1381,95484,95534
361,84,N,No fighting,65,1361,90648,90992
362,86,N,No fighting,65,1321,93025,93269
379,68,N,No fighting,70,1241,31497,73624
380,70,N,No fighting,70,2001,48548,75955
363,88,N,No fighting,65,1301,95414,95550
381,72,N,No fighting,70,3361,72816,77806
364,90,N,No fighting,65,1261,97537,97620
391,40,N,No fighting,75,81,14,43326
393,44,N,No fighting,75,101,32,47575
392,42,N,No fighting,75,121,38,45589
394,46,N,No fighting,75,81,17,50157
395,48,N,No fighting,75,121,43,52204
396,50,N,No fighting,75,101,51,54100
397,52,N,No fighting,75,161,136,56671
398,54,N,No fighting,75,141,56,58612
382,74,N,No fighting,70,1761,76485,80245
399,56,N,No fighting,75,141,130,60804
400,58,N,No fighting,75,201,479,62843
401,60,N,No fighting,75,261,291,65283
402,62,N,No fighting,75,681,4271,67426
384,78,N,No fighting,70,1681,83329,84709
403,64,N,No fighting,75,941,10768,69529
383,76,N,No fighting,70,2181,80382,82236
404,66,N,No fighting,75,1161,17489,71810
385,80,N,No fighting,70,1701,85652,86771
386,82,N,No fighting,70,1601,88225,88936
387,84,N,No fighting,70,1521,90709,91164
405,68,N,No fighting,75,1181,24460,73794
406,70,N,No fighting,75,1181,29247,75833
388,86,N,No fighting,70,1461,93007,93300
389,88,N,No fighting,70,1401,95189,95404
338,90,N,No fighting,60,1381,97679,97713
417,40,N,No fighting,80,121,36,43133
