[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
406,70,N,Wind,75,181,600,75784
407,72,N,Wind,75,241,709,78346
408,74,N,Wind,75,241,1516,80193
410,78,N,Wind,75,261,1908,84650
411,80,N,Wind,75,501,3565,86786
409,76,N,Wind,75,401,2825,82388
413,84,N,Wind,75,701,7362,91393
412,82,N,Wind,75,1541,19658,88824
417,40,N,Wind,80,81,12,43355
390,90,N,Wind,70,1121,33303,97524
418,42,N,Wind,80,81,32,45617
419,44,N,Wind,80,81,22,47600
420,46,N,Wind,80,81,64,50243
421,48,N,Wind,80,121,104,52030
422,50,N,Wind,80,81,48,54319
423,52,N,Wind,80,101,74,56094
424,54,N,Wind,80,121,142,58883
425,56,N,Wind,80,81,38,60818
426,58,N,Wind,80,101,63,62846
427,60,N,Wind,80,101,111,64807
428,62,N,Wind,80,121,158,67378
429,64,N,Wind,80,121,259,69476
430,66,N,Wind,80,121,207,71416
431,68,N,Wind,80,161,401,73511
432,70,N,Wind,80,181,706,75762
433,72,N,Wind,80,221,1006,78104
414,86,N,Wind,75,1341,27379,93283
434,74,N,Wind,80,261,1051,80123
435,76,N,Wind,80,401,2854,82723
436,78,N,Wind,80,261,1683,84635
437,80,N,Wind,80,301,2107,86811
438,82,N,Wind,80,621,5405,89085
439,84,N,Wind,80,841,9282,91128
440,86,N,Wind,80,1481,26140,93425
443,40,N,Wind,85,81,19,43389
444,42,N,Wind,85,61,0,45312
445,44,N,Wind,85,81,31,47547
446,46,N,Wind,85,81,30,49765
447,48,N,Wind,85,81,37,51722
448,50,N,Wind,85,101,82,54178
449,52,N,Wind,85,101,97,56462
450,54,N,Wind,85,81,62,58400
451,56,N,Wind,85,81,40,61021
452,58,N,Wind,85,121,145,62941
453,60,N,Wind,85,101,135,64975
454,62,N,Wind,85,121,109,67293
455,64,N,Wind,85,121,165,69711
456,66,N,Wind,85,101,143,71545
457,68,N,Wind,85,141,301,73771
458,70,N,Wind,85,141,389,76082
459,72,N,Wind,85,101,211,78158
460,74,N,Wind,85,161,626,80458
461,76,N,Wind,85,221,890,82315
462,78,N,Wind,85,221,1075,84731
463,80,N,Wind,85,241,1259,86916
464,82,N,Wind,85,301,2303,88870
465,84,N,Wind,85,621,6129,91074
442,90,N,Wind,80,1461,43390,97610
466,86,N,Wind,85,681,7277,93485
467,88,N,Wind,85,1001,10500,95347
469,40,N,Wind,90,101,48,43568
470,42,N,Wind,90,81,25,45717
471,44,N,Wind,90,81,35,47697
472,46,N,Wind,90,81,51,49835
473,48,N,Wind,90,101,114,52024
474,50,N,Wind,90,81,51,54412
475,52,N,Wind,90,101,69,56741
476,54,N,Wind,90,101,64,58435
477,56,N,Wind,90,81,88,60869
478,58,N,Wind,90,101,110,62702
468,90,N,Wind,85,881,9575,97639
479,60,N,Wind,90,121,216,65239
480,62,N,Wind,90,101,197,67378
481,64,N,Wind,90,101,172,69401
482,66,N,Wind,90,101,164,71507
483,68,N,Wind,90,121,355,73677
484,70,N,Wind,90,161,556,75817
311,88,N,Wind,55,1261,48564,95540
485,72,N,Wind,90,161,683,78121
486,74,N,Wind,90,141,617,79985
487,76,N,Wind,90,261,2234,82390
489,80,N,Wind,90,941,32461,86652
488,78,N,Wind,90,981,33026,84650
490,82,N,Wind,90,1021,35588,88821
389,88,N,Wind,70,1341,92321,95582
441,88,N,Wind,80,1581,89154,95171
495,40,N,Wind,95,81,17,43351
496,42,N,Wind,95,81,37,45596
497,44,N,Wind,95,81,28,47568
498,46,N,Wind,95,81,9,49897
499,48,N,Wind,95,81,29,51995
500,50,N,Wind,95,81,56,54174
501,52,N,Wind,95,101,103,56326
502,54,N,Wind,95,101,100,58625
503,56,N,Wind,95,81,74,60605
504,58,N,Wind,95,101,236,62923
505,60,N,Wind,95,101,111,65182
506,62,N,Wind,95,121,238,67384
